year,period_type,is_partial_year,geo_scope,sector,breakdown_type,breakdown_value,state,industry,country,location,projects,employment,domestic_rm_million,foreign_rm_million,total_rm_million,data_grain,source_file,source_sheet
2020,year,False,kedah_only,manufacturing,industry,Transport Equipment,Kedah,Transport Equipment,,,9.0,136,62.161378,21.714162,83.87554,annual_industry,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Ind
2020,year,False,kedah_only,manufacturing,industry,Wood & Wood Products,Kedah,Wood & Wood Products,,,3.0,705,3.969052,248.08333,252.052382,annual_industry,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Ind
2020,year,False,kedah_only,manufacturing,location,Alor Star,Kedah,,,Alor Star,1.0,143,27.0,0.0,27.0,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Bakar Arang IE,Kedah,,,Bakar Arang IE,7.0,349,63.753,128.605,192.358,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Bandar Darulaman IE,Kedah,,,Bandar Darulaman IE,1.0,0,0.0,15.0,15.0,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Bedong,Kedah,,,Bedong,1.0,0,0.118,0.0118,0.1298,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Gurun IE,Kedah,,,Gurun IE,6.0,214,114.271,256.239,370.51,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Kuala Ketil IE,Kedah,,,Kuala Ketil IE,2.0,177,6.58,48.733,55.312999999999995,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Kuala Muda,Kedah,,,Kuala Muda,2.0,1418,0.0,1254.235,1254.235,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Kulim,Kedah,,,Kulim,2.0,116,282.101,18.144,300.245,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Kulim High Tech Ind. Park,Kedah,,,Kulim High Tech Ind. Park,4.0,4094,1014.72,0.0,1014.72,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Kulim IE,Kedah,,,Kulim IE,5.0,566,40.0,178.2,218.2,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Lunas,Kedah,,,Lunas,5.0,104,23.07,0.0,23.07,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Mergong Barrage IE,Kedah,,,Mergong Barrage IE,1.0,36,0.0,23.1,23.1,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Mergong II IE,Kedah,,,Mergong II IE,2.0,80,20.149,0.0,20.149,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Padang Meha IE,Kedah,,,Padang Meha IE,2.0,40,35.237,0.0,35.237,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Padang Serai,Kedah,,,Padang Serai,3.0,51,0.45,43.3205,43.770500000000006,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Sungai Lalang (MIEL) IE,Kedah,,,Sungai Lalang (MIEL) IE,4.0,163,46.29,0.0,46.29,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Sungai Petani,Kedah,,,Sungai Petani,11.0,539,97.78,17.65,115.43,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Sungai Petani IE,Kedah,,,Sungai Petani IE,6.0,398,16.378,76.36,92.738,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Taman Kempas Light IE,Kedah,,,Taman Kempas Light IE,1.0,0,0.477,0.0,0.477,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Taman Makmur IE,Kedah,,,Taman Makmur IE,6.0,56,16.67,0.0,16.67,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,location,Tikam Batu IE,Kedah,,,Tikam Batu IE,3.0,332,1.517,196.599,198.11599999999999,annual_location,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By Loc
2020,year,False,kedah_only,manufacturing,state,Johor,Johor,,,,232.0,13052,2579.534452,4204.802446,6784.336898,annual_state,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By State
2020,year,False,kedah_only,manufacturing,state,Kedah,Kedah,,,,75.0,8876,1806.56,2256.2,4062.7599999999998,annual_state,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By State
2020,year,False,kedah_only,manufacturing,state,Kelantan,Kelantan,,,,2.0,39,43.854,0.0,43.854,annual_state,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By State
2020,year,False,kedah_only,manufacturing,state,Melaka,Melaka,,,,41.0,1718,683.950729,1272.153433,1956.104162,annual_state,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By State
2020,year,False,kedah_only,manufacturing,state,Negeri Sembilan,Negeri Sembilan,,,,48.0,5643,2388.328659,3790.222837,6178.551496,annual_state,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By State
2020,year,False,kedah_only,manufacturing,state,Pahang,Pahang,,,,30.0,1930,1034.639489,3749.865891,4784.50538,annual_state,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By State
2020,year,False,kedah_only,manufacturing,state,Perak,Perak,,,,60.0,7037,2178.360615,1148.786513,3327.147128,annual_state,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By State
2020,year,False,kedah_only,manufacturing,state,Perlis,Perlis,,,,4.0,185,612.901,0.0,612.901,annual_state,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By State
2020,year,False,kedah_only,manufacturing,state,Pulau Pinang,Pulau Pinang,,,,166.0,13268,3562.795021,10550.167752,14112.962773,annual_state,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By State
2020,year,False,kedah_only,manufacturing,state,Sabah,Sabah,,,,15.0,683,11942.231709,11.479357,11953.711066,annual_state,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By State
2020,year,False,kedah_only,manufacturing,state,Sarawak,Sarawak,,,,24.0,6225,477.924532,15252.561797,15730.486329,annual_state,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By State
2020,year,False,kedah_only,manufacturing,state,Selangor,Selangor,,,,324.0,19950,6946.018121,11479.144002000001,18425.162123000002,annual_state,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By State
2020,year,False,kedah_only,manufacturing,state,Terengganu,Terengganu,,,,9.0,208,94.393278,1817.026217,1911.419495,annual_state,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By State
2020,year,False,kedah_only,manufacturing,state,W.P. - Kuala Lumpur,W.P. - Kuala Lumpur,,,,17.0,1296,258.935949,1047.522106,1306.4580549999998,annual_state,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By State
2020,year,False,kedah_only,manufacturing,state,W.P.- Labuan,W.P.- Labuan,,,,2.0,80,70.237503,0.0,70.237503,annual_state,Approval of Manufacturing Projects Year 2020 (Kedah).xlsx,By State
2021,year,False,kedah_only,unknown,state,Australia,Australia,,,,,10,,1.7,,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Country
2021,year,False,kedah_only,unknown,state,Austria,Austria,,,,,7086,,18920.0,,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Country
2021,year,False,kedah_only,unknown,state,Bakar Arang IE,Bakar Arang IE,,,,,604,120.066794,75.4215,195.488294,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Location
2021,year,False,kedah_only,unknown,state,Basic Metal Products,Basic Metal Products,,,,,89,31.3,0.0,31.3,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Industry
2021,year,False,kedah_only,unknown,state,Bedong,Bedong,,,,,105,23.1,0.0,23.1,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Location
2021,year,False,kedah_only,unknown,state,Beverage & Tobacco,Beverage & Tobacco,,,,,15,13.75,0.0,13.75,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Industry
2021,year,False,kedah_only,unknown,state,Chemicals & Chemical Products,Chemicals & Chemical Products,,,,,227,50.619961,85.365513,135.985474,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Industry
2021,year,False,kedah_only,unknown,state,Electrical & Electronics,Electrical & Electronics,,,,,11126,26.671625,63756.005655,63782.67728,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Industry
2021,year,False,kedah_only,unknown,state,Fabricated Metal Products,Fabricated Metal Products,,,,,206,32.84985,34.731977,67.581827,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Industry
2021,year,False,kedah_only,unknown,state,Food Manufacturing,Food Manufacturing,,,,,175,72.276336,0.0,72.276336,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Industry
2021,year,False,kedah_only,unknown,state,Germany,Germany,,,,,130,,66.6,,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Country
2021,year,False,kedah_only,unknown,state,Gurun IE,Gurun IE,,,,,9,2.0,0.0,2.0,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Location
2021,year,False,kedah_only,unknown,state,"Hong Kong SAR, China","Hong Kong SAR, China",,,,,92,,12.95,,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Country
2021,year,False,kedah_only,unknown,state,India,India,,,,,0,,1.111705,,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Country
2021,year,False,kedah_only,unknown,state,Japan,Japan,,,,,589,,2958.0,,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Country
2021,year,False,kedah_only,unknown,state,Jeniang IE,Jeniang IE,,,,,12,3.990131,0.0,3.990131,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Location
2021,year,False,kedah_only,unknown,state,Jitra,Jitra,,,,,15,6.683748,0.0,6.683748,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Location
2021,year,False,kedah_only,unknown,state,Johor,Johor,,,,,10288,3105.521303,3847.7199459999997,6953.241249,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by State
2021,year,False,kedah_only,unknown,state,Kedah,Kedah,,,,,12733,385.889643,65833.424412,66219.314055,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by State
2021,year,False,kedah_only,unknown,state,Kelantan,Kelantan,,,,,118,90.745992,0.0,90.745992,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by State
2021,year,False,kedah_only,unknown,state,Kuala Ketil IE,Kuala Ketil IE,,,,,10,0.0,1.7,1.7,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Location
2021,year,False,kedah_only,unknown,state,Kuala Muda,Kuala Muda,,,,,53,36.488073,8.064219,44.552292,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Location
2021,year,False,kedah_only,unknown,state,Kulim,Kulim,,,,,6127,25.14,0.0,25.14,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Location
2021,year,False,kedah_only,unknown,state,Kulim High Tech Ind. Park,Kulim High Tech Ind. Park,,,,,5163,0.0,65627.02,65627.02,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Location
2021,year,False,kedah_only,unknown,state,Kulim IE,Kulim IE,,,,,115,43.220647,8.724375,51.945022,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Location
2021,year,False,kedah_only,unknown,state,Langkawi,Langkawi,,,,,15,13.75,0.0,13.75,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Location
2021,year,False,kedah_only,unknown,state,Lunas,Lunas,,,,,60,13.701735,0.448171,14.149906,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Location
2021,year,False,kedah_only,unknown,state,Machinery & Equipment,Machinery & Equipment,,,,,27,2.995,8.173096,11.168095999999998,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Industry
2021,year,False,kedah_only,unknown,state,Melaka,Melaka,,,,,2994,367.44459,3554.5924649999997,3922.037055,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by State
2021,year,False,kedah_only,unknown,state,Miscellaneous,Miscellaneous,,,,,0,0.0,0.448171,0.448171,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Industry
2021,year,False,kedah_only,unknown,state,Negeri Sembilan,Negeri Sembilan,,,,,3366,527.792605,2373.367855,2901.16046,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by State
2021,year,False,kedah_only,unknown,state,Others,Others,,,,,3,,1.5,,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Country
2021,year,False,kedah_only,unknown,state,Padang Meha IE,Padang Meha IE,,,,,80,29.3,0.0,29.3,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Location
2021,year,False,kedah_only,unknown,state,Pahang,Pahang,,,,,4409,239.672945,10250.680923,10490.353868,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by State
2021,year,False,kedah_only,unknown,state,"Paper,Printing & Publishing","Paper,Printing & Publishing",,,,,0,0.114229,0.0,0.114229,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Industry
2021,year,False,kedah_only,unknown,state,Perak,Perak,,,,,6038,1996.508325,4084.7846230000005,6081.292948,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by State
2021,year,False,kedah_only,unknown,state,Perlis,Perlis,,,,,46,12.28,0.0,12.28,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by State
2021,year,False,kedah_only,unknown,state,Plastic Products,Plastic Products,,,,,48,17.046018,0.0,17.046018,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Industry
